taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,version,pangolin_version,pangoLEARN_version,pango_version,status,note
COD_2141_2_NC_045512.2,B.1.351,0.0,1.0,Beta (B.1.351-like),0.857100,0.071400,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 1
COD_2141_3_NC_045512.2,A.28,0.0,1.0,,,,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,
COD_2141_4_NC_045512.2,B.1.621,0.0,0.9943807597212857,Mu (B.1.621-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 27; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2141_5_NC_045512.2,P.1,0.0,1.0,Gamma (P.1-like),0.875000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
COD_2141_6_NC_045512.2,AY.9.2,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2141_7_NC_045512.2,AY.43,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2141_8_NC_045512.2,AY.94,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2141_9_NC_045512.2,AY.94,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
210153_P4_CC_NC_045512.2,B.1.1.7,0.0,0.9943807597212857,Alpha (B.1.1.7-like),0.956500,0.043500,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
211761_P2_CC_NC_045512.2,B.1.351,0.0,0.9636321519573778,Beta (B.1.351-like),0.857100,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 0; Oth alleles 2
211779_P2_CC_NC_045512.2,A.28,0.0,0.9766697163769442,,,,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,
213095_P2_CC_NC_045512.2,B.1.621,0.0,0.9827194179172352,Mu (B.1.621-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 27; Ref alleles 0; Amb alleles 0; Oth alleles 0
214098_P2__CC_NC_045512.2,P.1,0.0,0.9592928588043731,Gamma (P.1-like),0.875000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
217623_P2_CC_NC_045512.2,AY.9.2,0.0,0.9834128607134742,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
217690_CC_NC_045512.2,AY.53,0.0,0.9662661737523105,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
217737_CC_NC_045512.2,AY.43,0.0,0.9672206832871653,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2106_Illumina_10_NC_045512.2,AY.43,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2106_Illumina_1_NC_045512.2,B.1.1.7,0.0,0.9993290091702081,Alpha (B.1.1.7-like),0.956500,0.043500,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
COD_2106_Illumina_2_NC_045512.2,B.1.351,0.0,1.0,Beta (B.1.351-like),0.857100,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 0; Oth alleles 2
COD_2106_Illumina_3_NC_045512.2,A.28,0.0,1.0,,,,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,
COD_2106_Illumina_4_NC_045512.2,B.1.621,0.0,1.0,Mu (B.1.621-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 27; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2106_Illumina_5_NC_045512.2,P.1,0.0,1.0,Gamma (P.1-like),0.875000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
COD_2106_Illumina_6_NC_045512.2,AY.9.2,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2106_Illumina_8_NC_045512.2,AY.94,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2106_Illumina_9_NC_045512.2,AY.94,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2107_10_NC_045512.2,AY.43,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2107_1_NC_045512.2,B.1.1.7,0.0,0.9993290091702081,Alpha (B.1.1.7-like),0.956500,0.043500,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
COD_2107_2_NC_045512.2,B.1.351,0.0,1.0,Beta (B.1.351-like),0.857100,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 0; Oth alleles 2
COD_2107_3_NC_045512.2,A.28,0.0,1.0,,,,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,
COD_2107_4_NC_045512.2,B.1.621,0.0,1.0,Mu (B.1.621-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 27; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2107_5_NC_045512.2,P.1,0.0,1.0,Gamma (P.1-like),0.875000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
COD_2107_6_NC_045512.2,AY.9.2,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2107_7_NC_045512.2,AY.43,0.0,0.9490251350716467,Delta (B.1.617.2-like),0.923100,0.076900,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 0
COD_2107_8_NC_045512.2,AY.94,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2107_9_NC_045512.2,AY.94,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2108_10_NC_045512.2,AY.43,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2108_1_NC_045512.2,B.1.1.7,0.0,0.9993290091702081,Alpha (B.1.1.7-like),0.956500,0.043500,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
COD_2108_2_NC_045512.2,B.1.351,0.0,1.0,Beta (B.1.351-like),0.857100,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 0; Oth alleles 2
COD_2108_3_NC_045512.2,A.28,0.0,1.0,,,,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,
COD_2108_4_NC_045512.2,B.1.621,0.0,1.0,Mu (B.1.621-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 27; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2108_5_NC_045512.2,P.1,0.0,1.0,Gamma (P.1-like),0.875000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
COD_2108_6_NC_045512.2,AY.9.2,0.0,0.9733822854520422,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2108_8_NC_045512.2,AY.94,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2108_9_NC_045512.2,AY.94,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2110_10_NC_045512.2,AY.43,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2110_1_NC_045512.2,B.1.1.7,0.0,0.9993290091702081,Alpha (B.1.1.7-like),0.956500,0.043500,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
COD_2110_2_NC_045512.2,B.1.351,0.0,1.0,Beta (B.1.351-like),0.857100,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 0; Oth alleles 2
COD_2110_3_NC_045512.2,A.28,0.0,1.0,,,,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,
COD_2110_4_NC_045512.2,B.1.621,0.0,0.9428166351606805,Mu (B.1.621-like),0.963000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 26; Ref alleles 0; Amb alleles 1; Oth alleles 0
COD_2110_5_NC_045512.2,P.1,0.0,1.0,Gamma (P.1-like),0.875000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
COD_2110_6_NC_045512.2,AY.9.2,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2110_8_NC_045512.2,AY.94,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2110_9_NC_045512.2,AY.94,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2112_10_NC_045512.2,AY.43,0.0,0.9806334016860333,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2112_1_NC_045512.2,B.1.1.7,0.0,0.9925692411619005,Alpha (B.1.1.7-like),0.956500,0.043500,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
COD_2112_2_NC_045512.2,B.1.351,0.0,0.9934758155230596,Beta (B.1.351-like),0.857100,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 0; Oth alleles 2
COD_2112_3_NC_045512.2,A.28,0.0,0.9932493249324933,,,,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,
COD_2112_4_NC_045512.2,B.1.621,0.0,0.9932493249324933,Mu (B.1.621-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 27; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2112_5_NC_045512.2,P.1,0.0,1.0,Gamma (P.1-like),0.875000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
COD_2112_6_NC_045512.2,None,,,,,,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,pangoLEARN lineage assignment AY.9.2 was not supported by scorpio
COD_2112_7_NC_045512.2,None,,,,,,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,pangoLEARN lineage assignment AY.35 was not supported by scorpio
COD_2112_8_NC_045512.2,AY.94,0.0,0.9995527728085868,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2112_9_NC_045512.2,AY.94,0.0,0.9884693646846032,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2113_10_NC_045512.2,AY.43,0.0,0.9912063134160091,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2113_1_NC_045512.2,B.1.1.7,0.0,0.9993290091702081,Alpha (B.1.1.7-like),0.956500,0.043500,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
COD_2113_2_NC_045512.2,B.1.351,0.0,1.0,Beta (B.1.351-like),0.857100,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 0; Oth alleles 2
COD_2113_3_NC_045512.2,A.28,0.0,1.0,,,,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,
COD_2113_4_NC_045512.2,B.1.621,0.0,1.0,Mu (B.1.621-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 27; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2113_5_NC_045512.2,P.1,0.0,1.0,Gamma (P.1-like),0.875000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
COD_2113_6_NC_045512.2,AY.9.2,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2113_8_NC_045512.2,AY.94,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2113_9_NC_045512.2,AY.94,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2114_10_NC_045512.2,AY.43,0.0,0.8647551382897741,Delta (B.1.617.2-like),0.846200,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 2; Oth alleles 0
COD_2114_1_NC_045512.2,B.1.1.7,0.0,0.895035811311435,Alpha (B.1.1.7-like),0.869600,0.043500,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 20; Ref alleles 1; Amb alleles 1; Oth alleles 1
COD_2114_2_NC_045512.2,B.1.351,0.0,0.9831818181818182,Beta (B.1.351-like),0.857100,0.071400,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 1; Oth alleles 0
COD_2114_3_NC_045512.2,A.28,0.0,0.9012770137524558,,,,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,
COD_2114_4_NC_045512.2,B.1.621,0.0,0.9211478176995418,Mu (B.1.621-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 27; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2114_5_NC_045512.2,P.1.15,0.0,0.8281822943949712,Gamma (P.1-like),0.750000,0.062500,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 2; Oth alleles 1
COD_2114_6_NC_045512.2,AY.9.2,0.0,0.8278752947340844,Delta (B.1.617.2-like),0.846200,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 2; Oth alleles 0
COD_2114_8_NC_045512.2,AY.94,0.0,0.9375445262407979,Delta (B.1.617.2-like),0.923100,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
COD_2114_9_NC_045512.2,AY.94,0.0,0.9443133553563001,Delta (B.1.617.2-like),0.846200,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 2; Oth alleles 0
COD_2116_10_NC_045512.2,AY.43,0.0,0.9568664024248077,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2116_1_NC_045512.2,B.1.1.7,0.0,0.9993290091702081,Alpha (B.1.1.7-like),0.956500,0.043500,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
COD_2116_2_NC_045512.2,B.1.351,0.0,1.0,Beta (B.1.351-like),0.857100,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 0; Oth alleles 2
COD_2116_3_NC_045512.2,A.28,0.0,0.9937022042285201,,,,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,
COD_2116_4_NC_045512.2,B.1.621,0.0,1.0,Mu (B.1.621-like),0.963000,0.037000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 26; Ref alleles 1; Amb alleles 0; Oth alleles 0
COD_2116_5_NC_045512.2,P.1.14,0.0,0.9229658160808859,Gamma (P.1-like),0.812500,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 1; Oth alleles 2
COD_2116_6_NC_045512.2,AY.9.2,0.0,0.6798465624077898,Delta (B.1.617.2-like),0.846200,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 2; Oth alleles 0
COD_2116_8_NC_045512.2,B.1.617.2,0.0,0.9918882379450202,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2116_9_NC_045512.2,AY.94,0.0,0.98502722323049,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2121_10_NC_045512.2,AY.43,0.0,1.0,Delta (B.1.617.2-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
COD_2121_1_NC_045512.2,B.1.1.7,0.0,0.9993290091702081,Alpha (B.1.1.7-like),0.913000,0.087000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 21; Ref alleles 2; Amb alleles 0; Oth alleles 0
COD_2121_2_NC_045512.2,B.1.351,0.0,1.0,Beta (B.1.351-like),0.857100,0.071400,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Oth alleles 1
COD_2121_3_NC_045512.2,A.28,0.0,1.0,,,,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,
COD_2121_4_NC_045512.2,B.1.621,0.0,1.0,Mu (B.1.621-like),1.000000,0.000000,PLEARN-v1.2.97,3.1.16,2021-11-18,v1.2.97,passed_qc,scorpio call: Alt alleles 27; Ref alleles 0; Amb alleles 0; Oth alleles 0
